categories,subcategories,items,description,notes
5,5A,5A002.a.4.a.,,"'1.For the purposes of 5A002.a., cryptography for data confidentiality means cryptography that employs digital techniques and performs any cryptographic function other than any of the following:a.Authentication;b.Digital signature;c.Data integrity;d.Non-repudiation;e.Digital rights management, including the execution of copy-protected software;f.Encryption or decryption in support of entertainment, mass commercial broadcasts or medical records management; org.Key management in support of any function described in paragraph a. to f. above.', '2.For the purposes of 5A002.a., described security algorithm means any of the following:a.A symmetric algorithm employing a key length in excess of 56bits, not including parity bits;b.An asymmetric algorithm where the security of the algorithm is based on any of the following:1.Factorisation of integers in excess of 512 bits (e.g., RSA);2.Computation of discrete logarithms in a multiplicative group of a finite field of size greater than 512 bits (e.g., Diffie-Hellman over Z/pZ); or3.Discrete logarithms in a group other than mentioned in paragraph b.2. in excess of 112 bits (e.g., Diffie-Hellman over an elliptic curve); orc.An asymmetric algorithm where the security of the algorithm is based on any of the following:1.Shortest vector or closest vector problems associated with lattices (e.g., NewHope, Frodo, NTRUEncrypt, Kyber, Titanium);2.Finding isogenies between Supersingular elliptic curves (e.g., Supersingular Isogeny Key Encapsulation); or3.Decoding random codes (e.g., McEliece, Niederreiter).Technical Note:An algorithm described by Technical Note 2.c. may be referred to as being post-quantum, quantum-safe or quantum-resistant.', 'Note 1:When necessary as determined by the appropriate authority in the exporters country, details of items must be accessible and provided to the authority upon request, in order to establish any of the following:a.Whether the item meets the criteria of 5A002.a.1. to 5A002.a.4.; orb.Whether the cryptographic capability for data confidentiality specified in5A002.a. is usable without cryptographic activation.', 'Note 2:5A002.a. does not control any of the following items, or specially designed information security components therefor:a.Smart cards and smart card readers/writers as follows:1.A smart card or an electronically readable personal document (e.g., token coin, e-passport) that meets any of the following:a.The cryptographic capability meets all of the following:1.It is restricted for use in any of the following:a.Equipment or systems not described by 5A002.a.1. to 5A002.a.4.;b.Equipment or systems not using cryptography for dataconfidentiality having a described security algorithm; orc.Equipment or systems, excluded from 5A002.a., by paragraphs b. to f. of this Note; and2.It cannot be reprogrammed for any other use; or:b.Having all of the following:1.It is specially designed and limited to allow protection of personal data stored within;2.Has been, or can only be, personalised for public or commercial transactions or individual identification; and3.Where the cryptographic capability is not user-accessible;Technical Note:Personal data includes any data specific to a particular person or entity, suchas the amount of money stored and data necessary for authentication.2.Readers/writers specially designed or modified, and limited, for items specified in paragraph a.1. of this Note.Technical Note:Readers/writers include equipment that communicates with smart cards or electronically readable documents through a network.b.Cryptographic equipment specially designed and limited for banking use or money transactions;Technical Note:Money transactions in5A002.a. Note 2.b. includes the collection and settlement of fares or credit functions.c.Portable or mobile radiotelephones for civil use (e.g., for use with commercial civil cellular radio communication systems) that are not capable of transmitting encrypted data directly to another radiotelephone or equipment (other than Radio Access Network (RAN) equipment), nor of passing encrypted data through RAN equipment (e.g., Radio Network Controller (RNC) or Base Station Controller (BSC));d.Cordless telephone equipment not capable of end-to-end encryption where the maximum effective range of unboosted cordless operation (i.e. a single, unrelayed hop between terminal and home base station) is less than 400metres according to the manufacturers specifications;e.Portable or mobile radiotelephones and similar client wireless devices for civil use, that implement only published or commercial cryptographic standards (except for anti-piracy functions, which may be non-published) and also meet the provisions of paragraphs a.2. to a.4. of the Cryptography Note (Note 3 in Category 5, Part 2), that have been customised for a specific civil industry application with features that do not affect the cryptographic functionality of these original non-customised devices;f.Items, where the information security functionality is limited to wireless personal area network functionality, implementing only published or commercial cryptographic standards;g.Mobile telecommunications Radio Access Network (RAN) equipment designed for civil use, which also meet the provisions of paragraphs a.2. to a.4. of the Cryptography Note (Note 3 in Category 5, Part 2), having an RF output power limited to 0,1W (20 dBm) or less, and supporting 16 or fewer concurrent users;h.Routers, switches, gateways or relays, where the information security functionality is limited to the tasks of Operations, Administration or Maintenance (OAM) implementing only published or commercial cryptographic standards; ori.General purpose computing equipment or servers, where the information security functionality meets all of the following:1.Uses only published or commercial cryptographic standards; and2.Is any of the following:a.Integral to a CPU that meets the provisions of Note 3 to Category 5, Part2;b.Integral to an operating system that is not specified in5D002; orc.Limited to OAM of the equipment.j.Items specially designed for a connected civil industry application, meeting all of the following:1.Being any of the following:a.A network-capable endpoint device meeting any of the following:1.The information security functionality is limited to securing non-arbitrary data or the tasks of Operations, Administration or Maintenance (OAM); or2.The device is limited to a specific connected civil industry application; orb.Networking equipment meeting all of the following:1.Being specially designed to communicate with the devices specified in paragraph j.1.a. above; and2.The information security functionality is limited to supporting the connected civil industry application of devices specified in paragraph j.1.a. above, or the tasks of OAM of this networking equipment or of other items specified in paragraph j. of this Note; and2.Where the information security functionality implements only published or commercial cryptographic standards, and the cryptographic functionality cannot easily be changed by the user.Technical Notes:1.Connected civil industry application means a network connected consumer or civil industry application other than information security, digital communication, general purpose networking or computing.2.Non-arbitrary data means sensor or metering data directly related to the stability, performance or physical measurement of a system (e.g., temperature, pressure, flow rate, mass, volume, voltage, physical location etc.), that cannot be changed by the user of the device.'"
5,5A,5A002.a.4.a.,,"'A cryptographic activation token is an item designed or modified for any of the following:', '1.Converting, by means of cryptographic activation, an item not specified in Category 5, Part 2 into an item specified in5A002.a. or 5D002.c.1., and not released by the Cryptography Note (Note 3 in Category 5, Part 2); or', '2.Enabling, by means of cryptographic activation, additional functionality specified in5A002.a. of an item already specified in Category 5, Part 2.'"
5,5A,5A002.b.1.,"Converting, by means of ""cryptographic activation"", an item not specified in Category 5, Part 2 into an item specified in 5A002.a. or 5D002.c.1., and not released by the Cryptography Note (Note 3 in Category 5, Part 2); or",
5,5A,5A002.b.2.,"Enabling, by means of ""cryptographic activation"", additional functionality specified in 5A002.a. of an item already specified in Category 5, Part 2.",
5,5A,5A002.b.2.,,'Quantum cryptography is also known as Quantum Key Distribution (QKD).'
5,5A,5A002.d.,"Designed or modified to use cryptographic techniques to generate channelising codes, scrambling codes or network identification codes, for systems using ultra-wideband modulation techniques and having any of the following:",
5,5A,5A002.d.1.,A bandwidth exceeding 500 MHz; or,
5,5A,5A002.d.2.,"A ""fractional bandwidth"" of 20% or more;",
5,5A,5A002.e.,"Designed or modified to use cryptographic techniques to generate the spreading code for ""spread spectrum"" systems, other than those specified in 5A002.d., including the hopping code for ""frequency hopping"" systems.",
5,5A,5A003,"Systems, equipment and components, for non-cryptographic ""information security"", as follows:",
5,5A,5A003.a.,"Communications cable systems designed or modified using mechanical, electrical or electronic means to detect surreptitious intrusion;",
5,5A,5A003.a.,,"5A003.a. only controls physical layer security. For the purpose of 5A003.a., the physical layer includes Layer 1 of the Reference Model of Open Systems Interconnection (OSI) (ISO/IEC 7498-1)."
5,5A,5A003.b.,"Specially designed or modified to reduce the compromising emanations of information-bearing signals beyond what is necessary for health, safety or electromagnetic interference standards.",
5,5A,5A004,"Systems, equipment and components for defeating, weakening or bypassing ""information security"", as follows:",
5,5A,5A004,,"'Cryptanalytic functions are functions designed to defeat cryptographic mechanisms in order to derive confidential variables or sensitive data, including clear text, passwords or cryptographic keys.'"
5,5A,5A004,,"5A004.a. includes systems or equipment, designed or modified to perform 'cryptanalytic functions' by means of reverse engineering."
5,5A,5A004,,"'Extract raw data from a computing or communications device means to retrieve binary data from a storage medium (e.g., RAM, flash or hard disk) of the device without interpretation by the device’s operating system or filesystem.', 'Note1:5A004.b. does not control systems or equipment specially designed for the development or production of a computing or communications device.', 'Note 2:5A004.b. does not include:a.Debuggers, hypervisors;b.Items limited to logical data extraction;c.Data extraction items using chip-off or JTAG; ord.Items specially designed and limited to jail-breaking or rooting.'"
5,5A,5A004.b.1.,'Extract raw data' from a computing or communications device; and,
5,5A,5A004.b.2.,"Circumvent ""authentication"" or authorisation controls of the device, in order to perform the function described in 5A004.b.1.",
5,5A,5A004.b.2.,,"5A004.b. does not control systems or equipment specially designed for the ""development"" or ""production"" of a computing or communications device."
5,5A,5A004.b.2.,,a.
5,5A,5A004.b.Note 2:a.,"Debuggers, hypervisors;",
5,5A,5A004.b.Note 2:b.,Items limited to logical data extraction;,
5,5A,5A004.b.Note 2:c.,Data extraction items using chip-off or JTAG; or,
5,5A,5A004.b.Note 2:d.,Items specially designed and limited to jail-breaking or rooting.,
5,5B,5B002,"""Information security"" test, inspection and ""production"" equipment, as follows:",
5,5B,5B002.a.,"Equipment specially designed for the ""development"" or ""production"" of equipment specified in 5A002, 5A003, 5A004 or 5B002.b.;",
